DateTime,GPS_Y,GPS_Z,Acc_Y,Acc_Z,Fix
14:27.3,,,6.83537E-05,-0.000714725,
14:27.3,,,4.23637E-05,-0.000531496,
14:27.3,,,3.45667E-05,-0.000594651,
14:27.3,,,2.3391E-06,-0.000172834,
14:27.3,,,3.48266E-05,0.000193626,
14:27.3,,,5.198E-07,-5.58785E-05,
14:27.3,-0.001229315,113.21,-3.61261E-05,4.99008E-05,3
14:27.3,,,0.000033787,-0.000241447,
14:27.3,,,6.67943E-05,-0.000509404,
14:27.3,,,0.000113057,-0.000600369,
14:27.3,,,1.06559E-05,-0.00026042,
14:27.3,,,6.4975E-06,0.000106559,
14:27.3,,,-3.09281E-05,-0.000187908,
14:27.3,,,-4.23637E-05,4.00246E-05,
14:27.3,,,2.0792E-06,-0.000304343,
14:27.3,,,-1.45544E-05,-0.000819725,
14:27.3,-0.000819544,113.209,4.91211E-05,-0.000917187,3
14:27.3,,,-3.53464E-05,-0.000917187,
14:27.3,,,-1.68935E-05,-0.000189727,
14:27.3,,,-6.86136E-05,-0.000248984,
14:27.3,,,-7.04329E-05,-5.01607E-05,
14:27.3,,,-3.3787E-06,-0.000199343,
14:27.3,,,2.41707E-05,-0.001081964,
14:27.3,,,5.89973E-05,-0.000951494,
14:27.3,,,-0.0001037,-0.000614923,
14:27.3,,,9.3564E-06,-0.000157759,
14:27.3,-0.001639087,113.21,0.000020792,-0.000193106,3
14:27.3,,,3.58662E-05,-0.000310061,
14:27.3,,,4.08043E-05,-0.000629478,
14:27.3,,,-3.43068E-05,-0.001251678,
14:27.3,,,-1.22153E-05,-0.000999056,
14:27.3,,,-9.30442E-05,-0.000843376,
14:27.3,,,-1.14356E-05,-0.000765665,
14:27.3,,,1.27351E-05,-0.000563723,
14:27.3,,,2.72895E-05,-0.001046098,
14:27.3,,,4.65221E-05,-0.001174748,
14:27.3,-0.001229315,113.213,-4.44429E-05,-0.001049996,3
14:27.3,,,-0.000117995,-0.000814267,
14:27.3,,,-9.14848E-05,-0.000771903,
14:27.3,,,-9.14848E-05,-0.001239983,
14:27.3,,,-7.51111E-05,-0.00116877,
14:27.3,,,-1.48143E-05,-0.001210874,
14:27.3,,,5.198E-07,-0.001200218,
14:27.3,,,4.28835E-05,-0.001230107,
14:27.3,,,-7.2772E-06,-0.001098857,
14:27.3,,,0.000002599,-0.000866247,
14:27.3,-0.000317127,113.214,5.198E-07,-0.001011531,3
14:27.3,,,-5.95171E-05,-0.001002954,
14:27.3,,,7.0173E-06,-0.001263114,
14:27.3,,,9.0965E-06,-0.001217891,
14:27.3,,,-6.4975E-06,-0.000749552,
14:27.3,,,0.000005198,-0.00096267,
14:27.3,,,-7.22522E-05,-0.001249339,
14:27.3,,,-8.78462E-05,-0.001157595,
14:27.3,,,-6.54948E-05,-0.00096189,
14:27.3,,,-7.17324E-05,-0.000971766,
14:27.3,-0.001229315,113.212,-0.000049381,-0.00109184,3
14:28.3,,,-5.95171E-05,-0.001025825,
14:28.3,,,-8.49873E-05,-0.001539388,
14:28.3,,,-6.73141E-05,-0.001610081,
14:28.3,,,-0.000075371,-0.001259995,
14:28.3,,,2.00123E-05,-0.001305738,
14:28.3,,,-2.75494E-05,-0.001068449,
14:28.3,,,-8.44675E-05,-0.000782559,
14:28.3,,,-7.30319E-05,-0.000847014,
14:28.3,,,-0.000110717,-0.001110293,
14:28.3,-0.001229315,113.212,4.34033E-05,-0.001387086,3
14:28.3,,,1.94925E-05,-0.001566417,
14:28.3,,,-1.35148E-05,-0.001253238,
14:28.3,,,-5.74379E-05,-0.000860789,
14:28.3,,,-3.61261E-05,-0.000861828,
14:28.3,,,-3.45667E-05,-0.000881841,
14:28.3,,,-6.02968E-05,-0.000867286,
14:28.3,,,3.45667E-05,-0.001127706,
14:28.3,,,7.797E-07,-0.001125367,
14:28.3,,,-0.000041584,-0.001208795,
14:28.3,-0.001229315,113.213,-0.000100841,-0.001646726,3
14:28.3,,,-2.93687E-05,-0.001400601,
14:28.3,,,-2.49504E-05,-0.000997756,
14:28.3,,,-5.48389E-05,-0.00080647,
14:28.3,,,-7.64106E-05,-0.000938759,
14:28.3,,,-4.36632E-05,-0.000990479,
14:28.3,,,1.11757E-05,-0.001438287,
14:28.3,,,-3.27474E-05,-0.00155966,
14:28.3,,,-4.31434E-05,-0.000843376,
14:28.3,,,-7.38116E-05,-0.001310156,
14:28.3,-0.001229315,113.214,-0.000018193,-0.001209315,3
14:28.3,,,-3.27474E-05,-0.001210874,
14:28.3,,,-2.13118E-05,-0.001535489,
14:28.3,,,-2.80692E-05,-0.001426591,
14:28.3,,,-0.00002599,-0.001810983,
14:28.3,,,-1.06559E-05,-0.001723137,
14:28.3,,,7.797E-07,-0.001745229,
14:28.3,,,4.80815E-05,-0.001879597,
14:28.3,,,-8.18685E-05,-0.00187024,
14:28.3,,,-6.15963E-05,-0.001374351,
14:28.3,-0.001731732,113.212,-0.000070173,-0.00111679,3
14:28.3,,,-6.60146E-05,-0.001264933,
14:28.3,,,-2.70296E-05,-0.001327309,
14:28.3,,,-6.2376E-06,-0.001780575,
14:28.3,,,1.09158E-05,-0.001799028,
14:28.3,,,-8.70665E-05,-0.001434388,
14:28.3,,,-1.61138E-05,-0.001217372,
14:28.3,,,-4.36632E-05,-0.001119649,
14:28.3,,,-4.02845E-05,-0.00111809,
14:28.3,,,2.05321E-05,-0.001304438,
14:28.3,-0.002141504,113.211,-6.21161E-05,-0.001501182,3
14:28.3,,,-3.79454E-05,-0.001487928,
14:28.3,,,7.43314E-05,-0.001181246,
14:28.3,,,0.000122673,-0.000743054,
14:28.3,,,5.43191E-05,-0.00059725,
14:28.3,,,-0.00005198,-0.000912769,
14:28.3,,,-7.77101E-05,-0.001344203,
14:28.3,,,-1.24752E-05,-0.001445304,
14:28.3,,,5.7178E-06,-0.001505601,
14:28.3,,,4.00246E-05,-0.000863128,
14:28.3,-0.001229315,113.212,4.86013E-05,-8.10888E-05,3
14:28.3,,,-4.80815E-05,-0.000105779,
14:28.3,,,-0.000033787,-0.000382053,
14:28.3,,,-6.31557E-05,-0.0011945,
14:28.3,,,1.2995E-06,-0.001492866,
14:28.3,,,7.30319E-05,-0.001419574,
14:28.3,,,3.95048E-05,-0.000835838,
14:28.3,,,-3.48266E-05,-0.000315779,
14:28.3,,,-0.000137747,-0.000512783,
14:28.3,,,-5.27597E-05,-0.000491991,
14:28.3,-0.002048859,113.211,-5.82176E-05,-0.000867026,3
14:28.3,,,8.55071E-05,-0.001030244,
14:28.3,,,0.000117475,-0.001130825,
14:28.3,,,7.66705E-05,-0.000797633,
14:28.3,,,4.57424E-05,-0.000446768,
14:28.3,,,2.83291E-05,-0.0003124,
14:28.3,,,1.61138E-05,-0.000457684,
14:28.3,,,-8.44675E-05,-0.000892497,
14:28.3,,,9.74625E-05,-0.000656507,
14:28.3,,,5.30196E-05,-0.00062272,
14:28.3,-0.002551275,113.21,0.000112797,-0.000653129,3
14:28.3,,,9.98016E-05,-0.000818165,
14:28.3,,,-2.46905E-05,-0.00072798,
14:28.3,,,-2.93687E-05,-0.000564243,
14:28.3,,,-0.000109678,-0.000612065,
14:28.3,,,-2.31311E-05,-0.000490951,
14:28.3,,,2.28712E-05,-0.000455345,
14:28.3,,,0.000124492,-0.000268737,
14:28.3,,,0.000118774,-0.00065053,
14:28.3,,,5.4579E-06,-0.001147978,
14:28.3,-0.002048859,113.21,-5.9777E-06,-0.001252978,3
14:28.3,,,-3.53464E-05,-0.001005033,
14:28.3,,,3.3787E-06,-0.000476137,
14:28.3,,,4.10642E-05,-0.000296806,
14:28.3,,,1.45544E-05,-8.21284E-05,
14:28.3,,,3.45667E-05,-0.000429095,
14:28.3,,,2.13118E-05,-0.001067929,
14:28.3,,,-5.82176E-05,-0.001465316,
14:28.3,,,-5.4579E-06,-0.001478311,
14:28.3,,,1.09158E-05,-0.001176567,
14:29.3,-0.002141504,113.211,0.000002599,-0.000878722,3
14:29.3,,,3.04083E-05,-0.000438711,
14:29.3,,,-8.88858E-05,-0.000196225,
14:29.3,,,-8.44675E-05,-0.000211819,
14:29.3,,,-7.61507E-05,-0.000749292,
14:29.3,,,-0.000031188,-0.000983202,
14:29.3,,,4.05444E-05,-0.001285725,
14:29.3,,,2.49504E-05,-0.00111705,
14:29.3,,,0.000041584,-0.000561904,
14:29.3,,,-3.35271E-05,-0.000527337,
14:29.3,-0.000726899,113.213,-4.6782E-06,-0.000565542,3
14:29.3,,,-0.000020792,-0.000654168,
14:29.3,,,-2.54702E-05,-0.000462882,
14:29.3,,,4.65221E-05,-0.000788797,
14:29.3,,,0.000018193,-0.000787237,
14:29.3,,,1.09158E-05,-0.000687955,
14:29.3,,,-1.48143E-05,-0.000920306,
14:29.3,,,0.000098762,-0.000881581,
14:29.3,,,0.000102401,-0.00083168,
14:29.3,,,4.62622E-05,-0.000594391,
14:29.3,-0.000726899,113.211,-2.0792E-06,-0.000152821,3
14:29.3,,,-8.13487E-05,6.21161E-05,
14:29.3,,,4.31434E-05,-0.000007797,
14:29.3,,,3.14479E-05,-4.73018E-05,
14:29.3,,,4.26236E-05,-0.000332152,
14:29.3,,,-1.92326E-05,-0.000627918,
14:29.3,,,-6.60146E-05,-0.000422857,
14:29.3,,,-3.82053E-05,0.000072772,
14:29.3,,,-4.13241E-05,0.000136707,
14:29.3,,,1.74133E-05,0.000272375,
14:29.3,-0.001229315,113.212,-2.15717E-05,0.000166076,3
14:29.3,,,5.82176E-05,-0.000152301,
14:29.3,,,3.3787E-06,-0.000201942,
14:29.3,,,-1.71534E-05,-0.000764366,
14:29.3,,,-2.0792E-06,-0.000633636,
14:29.3,,,5.9777E-06,-0.000168675,
14:29.3,,,1.97524E-05,6.86136E-05,
14:29.3,,,3.6386E-06,0.000288489,
14:29.3,,,5.50988E-05,-0.000148143,
14:29.3,,,-8.3168E-06,-1.01361E-05,
14:29.3,-0.002141504,113.208,2.26113E-05,-0.000263539,3
14:29.3,,,3.48266E-05,-0.000304083,
14:29.3,,,-3.8985E-06,2.10519E-05,
14:29.3,,,-0.000109938,-0.000083168,
14:29.3,,,-5.14602E-05,0.000382053,
14:29.3,,,3.1188E-06,-0.000293427,
14:29.3,,,3.30073E-05,-0.000447288,
14:29.3,,,0.000113057,-0.000366199,
14:29.3,,,6.4975E-06,-0.00044209,
14:29.3,,,4.1584E-06,0.000403365,
14:29.3,-0.001731732,113.207,-0.000046782,0.000688215,3
14:29.3,,,-6.67943E-05,0.000899774,
14:29.3,,,1.84529E-05,0.000247685,
14:29.3,,,0.000110717,-0.000592572,
14:29.3,,,0.000118255,-0.000969167,
14:29.3,,,3.22276E-05,-0.001088981,
14:29.3,,,4.47028E-05,-0.000141386,
14:29.3,,,2.0792E-06,0.000845455,
14:29.3,,,-8.62868E-05,0.001316653,
14:29.3,,,-3.87251E-05,0.001127706,
14:29.3,-0.001639087,113.205,6.80938E-05,-0.000031188,3
14:29.3,,,0.000152821,-0.000830121,
14:29.3,,,0.00015698,-0.000997756,
14:29.3,,,0.000109418,-0.000788537,
14:29.3,,,2.23514E-05,0.000125792,
14:29.3,,,-5.09404E-05,0.000848574,
14:29.3,,,-0.000132809,0.001369673,
14:29.3,,,-0.000126311,0.001083783,
14:29.3,,,-3.53464E-05,0.000355543,
14:29.3,,,4.1584E-06,-0.000507065,
14:29.3,-0.001639087,113.207,3.35271E-05,-0.001259735,3
14:29.3,,,-4.31434E-05,-0.000327734,
14:29.3,,,-4.18439E-05,0.000556966,
14:29.3,,,-0.000116695,0.001103016,
14:29.3,,,-8.75863E-05,0.001588249,
14:29.3,,,-4.08043E-05,0.001027645,
14:29.3,,,-3.84652E-05,0.000216757,
14:29.3,,,2.15717E-05,-0.000274454,
14:29.3,,,2.78093E-05,-0.000213638,
14:29.3,,,0.000033787,2.98885E-05,
14:29.3,9.26E-05,113.208,-5.04206E-05,0.000400506,3
14:29.3,,,1.48143E-05,0.000820764,
14:29.3,,,-5.40592E-05,0.001002174,
14:29.3,,,-6.08166E-05,0.000870925,
14:29.3,,,-4.44429E-05,0.000580097,
14:29.3,,,4.34033E-05,0.00028667,
14:29.3,,,9.85021E-05,2.13118E-05,
14:29.3,,,3.45667E-05,0.000436892,
14:29.3,,,4.36632E-05,0.000955392,
14:29.3,,,-5.87374E-05,0.001188523,
14:29.3,-0.001229315,113.206,-0.000057178,0.00088288,3
14:29.3,,,-7.71903E-05,0.000573599,
14:29.3,,,3.09281E-05,0.000491991,
14:29.3,,,6.83537E-05,0.000109678,
14:29.3,,,0.000070173,0.000297326,
14:29.3,,,1.71534E-05,0.000392189,
14:29.3,,,-3.76855E-05,0.000388291,
14:29.3,,,5.53587E-05,0.000781259,
14:29.3,,,-3.61261E-05,0.001304698,
14:29.3,,,3.04083E-05,0.001202038,
14:29.3,-0.002141504,113.204,7.30319E-05,0.000495369,3
14:30.3,,,4.1584E-06,0.000163997,
14:30.3,,,-3.06682E-05,-0.000221695,
14:30.3,,,-5.4579E-06,0.000178032,
14:30.3,,,4.91211E-05,0.001046877,
14:30.3,,,9.0965E-06,0.001105875,
14:30.3,,,0.000107599,0.001049476,
14:30.3,,,5.63983E-05,0.000820504,
14:30.3,,,-2.75494E-05,0.000326694,
14:30.3,,,-7.84898E-05,0.000165037,
14:30.3,-0.001639087,113.206,-4.28835E-05,0.000369058,3
14:30.3,,,3.6386E-06,0.000514862,
14:30.3,,,5.9777E-06,0.000562943,
14:30.3,,,3.14479E-05,0.000763066,
14:30.3,,,-4.13241E-05,0.000855851,
14:30.3,,,1.97524E-05,0.000733178,
14:30.3,,,-0.000112277,0.00080465,
14:30.3,,,-0.000108638,0.000539552,
14:30.3,,,-7.32918E-05,0.000326954,
14:30.3,,,2.96286E-05,0.000342288,
14:30.3,-0.001229315,113.203,3.27474E-05,0.000174653,3
14:30.3,,,-7.90096E-05,0.000899774,
14:30.3,,,6.08166E-05,0.001112632,
14:30.3,,,-0.000015594,0.000841816,
14:30.3,,,-4.62622E-05,0.000898994,
14:30.3,,,-0.00015594,0.000580097,
14:30.3,,,-7.77101E-05,0.000425456,
14:30.3,,,-1.92326E-05,0.000284591,
14:30.3,,,-1.63737E-05,0.000599589,
14:30.3,,,3.79454E-05,0.001022966,
14:30.3,-0.002141504,113.203,-5.58785E-05,0.001243362,3
14:30.3,,,-1.16955E-05,0.001342903,
14:30.3,,,-9.14848E-05,0.000872744,
14:30.3,,,-2.70296E-05,0.000614404,
14:30.3,,,-0.000072772,0.000632597,
14:30.3,,,-0.000101101,0.000670282,
14:30.3,,,3.24875E-05,0.000759168,
14:30.3,,,-1.01361E-05,0.000745913,
14:30.3,,,2.88489E-05,0.000896655,
14:30.3,,,-2.49504E-05,0.000855591,
14:30.3,-0.002141504,113.204,-4.65221E-05,0.000844155,3
14:30.3,,,-6.10765E-05,0.000604787,
14:30.3,,,1.5594E-06,0.000151262,
14:30.3,,,2.28712E-05,0.000687436,
14:30.3,,,-0.000098762,0.000950714,
14:30.3,,,-0.000115396,0.000985281,
14:30.3,,,-0.00012995,0.001185144,
14:30.3,,,-3.45667E-05,0.000853252,
14:30.3,,,-0.000102141,0.000574639,
14:30.3,,,-9.12249E-05,0.000290828,
14:30.3,-0.001229315,113.206,-4.39231E-05,0.000409343,3
14:30.3,,,-3.97647E-05,0.000692374,
14:30.3,,,-5.32795E-05,0.000586334,
14:30.3,,,-6.96532E-05,0.000854551,
14:30.3,,,2.599E-07,0.000772163,
14:30.3,,,-0.000119814,0.000720703,
14:30.3,,,-0.000101361,0.001077545,
14:30.3,,,-7.64106E-05,0.000871445,
14:30.3,,,8.13487E-05,0.000759948,
14:30.3,,,7.06928E-05,0.000278613,
14:30.3,-0.002551275,113.202,2.8589E-06,0.000270036,3
14:30.3,,,7.71903E-05,0.000594391,
14:30.3,,,-2.80692E-05,0.000804131,
14:30.3,,,-1.94925E-05,0.001239723,
14:30.3,,,-6.39354E-05,0.001080924,
14:30.3,,,-1.53341E-05,0.001172669,
14:30.3,,,-3.6386E-06,0.000529416,
14:30.3,,,2.62499E-05,6.36755E-05,
14:30.3,,,6.21161E-05,0.000272635,
14:30.3,,,1.61138E-05,0.000405964,
14:30.3,-0.001731732,113.202,0,0.000932261,3
14:30.3,,,-9.38239E-05,0.00075293,
14:30.3,,,-6.52349E-05,0.000682238,
14:30.3,,,-3.45667E-05,0.000609206,
14:30.3,,,1.35148E-05,0.000542931,
14:30.3,,,-2.0792E-06,0.000618822,
14:30.3,,,3.61261E-05,0.000304603,
14:30.3,,,-1.68935E-05,0.000544491,
14:30.3,,,-9.59031E-05,0.000787237,
14:30.3,,,-3.53464E-05,0.000973326,
14:30.3,-0.002141504,113.203,-2.83291E-05,0.000927063,3
14:30.3,,,0.000062376,0.000358402,
14:30.3,,,-2.65098E-05,0.00054501,
14:30.3,,,2.8589E-06,0.000781519,
14:30.3,,,2.31311E-05,0.000759948,
14:30.3,,,3.45667E-05,0.001168251,
14:30.3,,,6.70542E-05,0.000839737,
14:30.3,,,-9.8762E-06,0.000762547,
14:30.3,,,1.16955E-05,0.000690035,
14:30.3,,,-1.37747E-05,0.000409343,
14:30.3,-0.003053691,113.201,1.84529E-05,0.000595951,3
14:30.3,,,-5.14602E-05,0.000661446,
14:30.3,,,-3.45667E-05,0.0011433,
14:30.3,,,-2.44306E-05,0.001095998,
14:30.3,,,-2.54702E-05,0.000990479,
14:30.3,,,2.00123E-05,0.000641173,
14:30.3,,,1.71534E-05,0.000568661,
14:30.3,,,5.37993E-05,0.000992558,
14:30.3,,,2.36509E-05,0.000824143,
14:30.3,,,1.27351E-05,0.000992818,
14:30.3,-0.001731732,113.203,-0.000080569,0.00101309,3
14:31.3,,,-0.000044183,0.001158634,
14:31.3,,,4.91211E-05,0.001017768,
14:31.3,,,6.08166E-05,0.000588414,
14:31.3,,,7.95294E-05,0.000565283,
14:31.3,,,1.42945E-05,0.000439751,
14:31.3,,,-1.92326E-05,0.000866767,
14:31.3,,,-5.61384E-05,0.001037261,
14:31.3,,,5.4579E-06,0.000837658,
14:31.3,,,4.88612E-05,0.000834799,
14:31.3,-0.002141504,113.204,-4.34033E-05,0.000844935,3
14:31.3,,,5.4579E-06,0.000927063,
14:31.3,,,-8.5767E-06,0.000849093,
14:31.3,,,-1.24752E-05,0.00062324,
14:31.3,,,4.65221E-05,0.000562943,
14:31.3,,,4.91211E-05,0.000822843,
14:31.3,,,-0.000028589,0.000637275,
14:31.3,,,-9.77224E-05,0.000667943,
14:31.3,,,-8.26482E-05,0.000421038,
14:31.3,,,-7.87497E-05,0.000143465,
14:31.3,-0.001639087,113.206,-2.65098E-05,0.000384392,3
14:31.3,,,-5.87374E-05,0.000708228,
14:31.3,,,-4.36632E-05,0.001080664,
14:31.3,,,-7.797E-07,0.001004773,
14:31.3,,,-0.000015594,0.000911469,
14:31.3,,,-7.77101E-05,0.000300704,
14:31.3,,,-0.000070173,8.75863E-05,
14:31.3,,,-1.66336E-05,0.000256261,
14:31.3,,,6.67943E-05,0.000798673,
14:31.3,,,3.48266E-05,0.001327569,
14:31.3,-0.001639087,113.208,-5.69181E-05,0.001125887,3
14:31.3,,,-0.000109678,0.000845975,
14:31.3,,,-0.000148663,0.000383612,
14:31.3,,,3.71657E-05,0.00031136,
14:31.3,,,8.99254E-05,0.00018219,
14:31.3,,,8.34279E-05,0.000458204,
14:31.3,,,-9.3564E-06,0.000711086,
14:31.3,,,-0.00007797,0.000656767,
14:31.3,,,-7.38116E-05,0.00059725,
14:31.3,,,-9.38239E-05,0.000542151,
14:31.3,-0.002141504,113.205,-3.79454E-05,0.000757349,3
14:31.3,,,-4.60023E-05,0.000605047,
14:31.3,,,5.9777E-06,0.000616483,
14:31.3,,,3.40469E-05,0.000214937,
14:31.3,,,1.8193E-06,-7.71903E-05,
14:31.3,,,2.65098E-05,0.000433253,
14:31.3,,,1.40346E-05,0.000744094,
14:31.3,,,-4.83414E-05,0.000808029,
14:31.3,,,-8.49873E-05,0.000689515,
14:31.3,,,-4.91211E-05,0.000497449,
14:31.3,-0.001229315,113.208,2.18316E-05,0.000296806,3
14:31.3,,,7.5371E-06,0.000333972,
14:31.3,,,2.36509E-05,0.000284591,
14:31.3,,,-5.89973E-05,0.000163997,
14:31.3,,,-0.000140866,0.000299665,
14:31.3,,,-7.30319E-05,0.00039115,
14:31.3,,,-0.000038985,8.00492E-05,
14:31.3,,,1.48143E-05,-6.21161E-05,
14:31.3,,,-4.6782E-06,0.000227413,
14:31.3,,,-4.57424E-05,0.000121373,
14:31.3,-0.002551275,113.207,-7.84898E-05,0.00033709,3
14:31.3,,,7.5371E-06,0.000064975,
14:31.3,,,0.000111757,-0.000164777,
14:31.3,,,2.10519E-05,0.000075371,
14:31.3,,,-2.20915E-05,6.26359E-05,
14:31.3,,,-4.86013E-05,0.000397907,
14:31.3,,,-3.82053E-05,0.000261719,
14:31.3,,,-3.79454E-05,3.87251E-05,
14:31.3,,,-7.64106E-05,-0.000206361,
14:31.3,,,-5.69181E-05,-0.000217536,
14:31.3,-0.001229315,113.209,0.000031188,-0.000476917,3
14:31.3,,,1.76732E-05,-0.000429355,
14:31.3,,,-7.66705E-05,-0.000125272,
14:31.3,,,-0.00010396,-0.000518501,
14:31.3,,,-0.000138527,-0.000379194,
14:31.3,,,-0.000123712,-0.000525518,
14:31.3,,,-7.17324E-05,-0.000568921,
14:31.3,,,8.42076E-05,-0.000490951,
14:31.3,,,5.22399E-05,-0.000631297,
14:31.3,,,-2.3391E-06,-0.000616223,
14:31.3,-0.001731732,113.208,2.41707E-05,-0.00075345,3
14:31.3,,,5.61384E-05,-0.000331892,
14:31.3,,,8.39477E-05,-0.00031318,
14:31.3,,,-2.57301E-05,-0.000666903,
14:31.3,,,-8.5767E-06,-0.000647411,
14:31.3,,,-1.37747E-05,-0.000807249,
14:31.3,,,5.32795E-05,-0.000661705,
14:31.3,,,6.60146E-05,-0.000535394,
14:31.3,,,5.66582E-05,-0.000600109,
14:31.3,,,4.52226E-05,-0.000689255,
14:31.3,-0.001229315,113.212,1.53341E-05,-0.000766965,3
14:31.3,,,1.74133E-05,-0.000531236,
14:31.3,,,-4.10642E-05,-0.000483674,
14:31.3,,,4.18439E-05,-0.000620121,
14:31.3,,,3.3787E-06,-0.000575159,
14:31.3,,,-4.91211E-05,-0.00062376,
14:31.3,,,-2.49504E-05,-0.000549169,
14:31.3,,,4.62622E-05,-0.000821024,
14:31.3,,,2.49504E-05,-0.00096189,
14:31.3,,,4.31434E-05,-0.000555666,
14:31.3,-0.002141504,113.211,7.30319E-05,-0.000685356,3
14:32.3,,,-4.57424E-05,-0.000450147,
14:32.3,,,-6.13364E-05,-0.000472238,
14:32.3,,,-4.31434E-05,-0.000602188,
14:32.3,,,2.52103E-05,-0.000665084,
14:32.3,,,2.65098E-05,-0.000893276,
14:32.3,,,5.35394E-05,-0.000768524,
14:32.3,,,0.000012995,-0.000893016,
14:32.3,,,2.91088E-05,-0.000447548,
14:32.3,,,0.000126052,-0.000456384,
14:32.3,-0.002141504,113.211,6.73141E-05,-0.000522399,3
14:32.3,,,0.000064975,-0.000491471,
14:32.3,,,1.58539E-05,-0.000855331,
14:32.3,,,8.36878E-05,-0.000595691,
14:32.3,,,0.000101881,-0.00067548,
14:32.3,,,0.000057178,-0.000615703,
14:32.3,,,9.38239E-05,-0.000602188,
14:32.3,,,-7.64106E-05,-0.000932261,
14:32.3,,,0.000015594,-0.000848833,
14:32.3,,,6.05567E-05,-0.000808289,
14:32.3,-0.001229315,113.212,0.000124492,-0.000897435,3
14:32.3,,,9.92818E-05,-0.000967348,
14:32.3,,,-3.82053E-05,-0.001182805,
14:32.3,,,3.66459E-05,-0.00119606,
14:32.3,,,1.35148E-05,-0.001077805,
14:32.3,,,0.000167895,-0.001007113,
14:32.3,,,0.000120074,-0.000749552,
14:32.3,,,0.000112537,-0.000840777,
14:32.3,,,3.69058E-05,-0.001208015,
14:32.3,,,3.97647E-05,-0.001251678,
14:32.3,-0.002551275,113.213,0.000101881,-0.000760987,3
14:32.3,,,2.93687E-05,-0.000246385,
14:32.3,,,5.63983E-05,-0.000238848,
14:32.3,,,1.45544E-05,-0.000708747,
14:32.3,,,8.70665E-05,-0.001262074,
14:32.3,,,2.46905E-05,-0.001564598,
14:32.3,,,1.19554E-05,-0.001569536,
14:32.3,,,-1.42945E-05,-0.000968128,
14:32.3,,,-1.71534E-05,-0.000283031,
14:32.3,,,-1.63737E-05,-0.00020792,
14:32.3,-0.002141504,113.21,-6.34156E-05,-0.000425196,3
14:32.3,,,4.18439E-05,-0.001187483,
14:32.3,,,5.61384E-05,-0.001666739,
14:32.3,,,8.65467E-05,-0.001487668,
14:32.3,,,-2.0792E-06,-0.001182545,
14:32.3,,,-6.96532E-05,-0.000665084,
14:32.3,,,-2.18316E-05,-0.000485233,
14:32.3,,,1.45544E-05,-0.000331632,
14:32.3,,,1.01361E-05,-0.00083116,
14:32.3,,,-5.30196E-05,-0.001210094,
14:32.3,-0.002141504,113.212,-2.02722E-05,-0.00106585,3
14:32.3,,,-7.97893E-05,-0.001400861,
14:32.3,,,4.60023E-05,-0.001155256,
14:32.3,,,1.5594E-06,-0.00080569,
14:32.3,,,-7.797E-07,-0.000628958,
14:32.3,,,-1.32549E-05,-0.00038907,
14:32.3,,,-6.02968E-05,-0.000550728,
14:32.3,,,-2.00123E-05,-0.000763066,
14:32.3,,,-0.000154121,-0.001083263,
14:32.3,,,3.8985E-06,-0.001233745,
14:32.3,-0.002141504,113.212,-3.66459E-05,-0.000919786,3
14:32.3,,,-3.95048E-05,-0.000582436,
14:32.3,,,-7.35517E-05,-0.000394788,
14:32.3,,,-4.08043E-05,-0.000736037,
14:32.3,,,3.43068E-05,-0.001175008,
14:32.3,,,9.3564E-06,-0.001335886,
14:32.3,,,3.22276E-05,-0.001257916,
14:32.3,,,-3.97647E-05,-0.000731099,
14:32.3,,,-7.92695E-05,-0.000542151,
14:32.3,,,-7.74502E-05,-0.000543191,
14:32.3,-0.001229315,113.215,3.50865E-05,-0.001042459,3
14:32.3,,,0.000031188,-0.001806045,
14:32.3,,,3.19677E-05,-0.001641788,
14:32.3,,,-1.09158E-05,-0.001329908,
14:32.3,,,-0.000067574,-0.000870405,
14:32.3,,,-9.64229E-05,-0.000423377,
14:32.3,,,-0.000151782,-0.000477956,
14:32.3,,,-0.000101881,-0.000929922,
14:32.3,,,-1.94925E-05,-0.001253498,
14:32.3,,,2.52103E-05,-0.001301059,
14:32.3,-0.002551275,113.212,1.2995E-06,-0.001599425,3
14:32.3,,,-4.36632E-05,-0.001444264,
14:32.3,,,-1.11757E-05,-0.001262074,
14:32.3,,,-3.79454E-05,-0.001121469,
14:32.3,,,-1.16955E-05,-0.00077944,
14:32.3,,,1.5594E-06,-0.000787757,
14:32.3,,,1.24752E-05,-0.000964229,
14:32.3,,,-3.35271E-05,-0.001549004,
14:32.3,,,-5.66582E-05,-0.001756924,
14:32.3,,,-3.06682E-05,-0.001789671,
14:32.3,-0.002551275,113.212,-1.71534E-05,-0.001556541,3
14:32.3,,,9.56432E-05,-0.000908091,
14:32.3,,,1.66336E-05,-0.000612584,
14:32.3,,,0.000007797,-0.000278093,
14:32.3,,,-9.07051E-05,-0.000718104,
14:32.3,,,-0.000101881,-0.001522754,
14:32.3,,,-5.66582E-05,-0.001938594,
14:32.3,,,-7.797E-07,-0.001865562,
14:32.3,,,1.50742E-05,-0.001270131,
14:32.3,,,-8.60269E-05,-0.001001395,
14:32.3,-0.002141504,113.212,-7.56309E-05,-0.000851173,3
14:33.3,,,-7.74502E-05,-0.000837138,
14:33.3,,,-4.99008E-05,-0.001029204,
14:33.3,,,-0.000083168,-0.001086902,
14:33.3,,,-0.000002599,-0.001225429,
